date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
12/30/2025,"RUN UPSIDE DOWN","- RX -5 rounds for time:400-m runHandstand walk (50 ft)- Handstand walk 25 ft out and 25 ft back.- INTERMEDIATE -5 rounds for time:400-m run10 pike walk with feet on a box, moving right10 pike walk with feet on a box, moving left- BEGINNER -5 rounds for time:200-m runBear crawl (50 ft)- Bear crawl 25 ft out and 25 ft back.",920,"15:20","","","[{""secs"":20,""mins"":15}]","",SCALED,
01/01/2026,"OUT WITH THE OLD!","5 Rounds for Time:3 Wall Walks200m Farmers carry (35/50)",1034,"17:14","","","[{""secs"":14,""mins"":17}]","",RX,
01/02/2026,"HEAVY PUSH COMPLEX","- RX -7 sets for load:2 push presses1 push jerk- INTERMEDIATE -Same as Rxd- BEGINNER -Same as Rxd",160,"160","Load","","[{""success"":true,""load"":105},{""load"":115,""success"":true},{""load"":125,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":160,""success"":true}]","",RX,
01/03/2026,"PARTNER BADGER","- RX -3 rounds for time with a partner:30 squat cleans (65/95 lb)30 pull-ups800-m run- Athletes run together and break up the cleans and pull-ups as needed.- INTERMEDIATE -3 rounds for time with a partner:30 squat cleans (45/65 lb)30 pull-ups800-m run- Athletes run together and break up the cleans and pull-ups as needed.- BEGINNER -3 rounds for time with a partner:30 squat cleans (35/45 lb)30 jumping pull-ups600-m run- Athletes run together and break up the cleans and pull-ups as needed.",1427,"23:47","","","[{""secs"":47,""mins"":23}]","Partners with Nick",RX,
01/04/2026,"SOBER SUNDAY","WARMUP20 Jump ropes10 KB Deadlifts10 Sit upsMOBILITYQuad smash (with KB)Psoas smashHamstring straddle to sealWORKOUTEvery 4:00 for 3 sets:100 jump ropes30 Russian KB swings",611,"10:11","","","[{""secs"":11,""mins"":10}]","53# KB",RX,
01/05/2026,"PULL UPS & STUFF","- RX -AMRAP 10:5 alternating single-DB lunges (35/50 lb)3 lateral burpees over the DB5 pull ups- Hold the dumbbell any way.",13,"13","Rounds + Reps","","[{""rnds"":13,""reps"":0}]","Chest to bars",SCALED,
01/06/2026,"Hang Power Clean","- RX -For load:3-3-3-3-3Hang Power clean- Each set must be unbroken.- Rest at least 3:00 between sets. - INTERMEDIATE -Same as Rxd- BEGINNER -Same as Rxd",190,"190","Load","Hang Power Clean","[{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":175,""success"":true},{""load"":185,""success"":true},{""load"":190,""success"":true}]","",RX,PR
01/07/2026,"RINGS & BOXES","-RX-AMRAP 20 with a partner:10 ring rows10 push ups10 box step ups (20/24 in)- Partners alternate full rounds.",19.008,"19+8","Rounds + Reps","","[{""rnds"":19,""reps"":8}]","Alternating push ups and ring dips",SCALED,
01/09/2026,"RUNNING INTERVALS","AMRAP 20:00 with a partner:100-200-300-400-600-400-300-200-100- 1 partner completes the run, then the other does same distance- Once both complete then increase to next distance- Score is total meters run between the partners",2800,"2800","Meters","","[{""meters"":2800}]","Partners with Chris",RX,
01/10/2026,"SWOLY DAY","For Time with Partner50 Burpees40 Goblet Squats (50/35 lb)30 Push-Ups20 Plate Ground-to-Overhead (45/25 lb)10 Wall Walks20 Plate Ground-to-Overhead (45/25 lb)30 Push-Ups40 Goblet Squats (50/35 lb)50 Burpees",723,"12:03","","","[{""secs"":3,""mins"":12}]","Partners with Kirsten",RX,
01/12/2026,"BACK SQUAT PR","For Load:Back Squat5-5-5-3-3-3-2-2-1-1",215,"215","Load","Back Squat","[{""success"":true,""load"":125},{""success"":true,""load"":135},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":195,""success"":true},{""load"":200,""success"":true},{""load"":205,""success"":true},{""load"":210,""success"":true},{""load"":215,""success"":true}]","Partners with Sonya",RX,
01/13/2026,"ROW, LUNGE, ROW","- RX -AMRAP 20:500-m rowSingle-arm KB front-rack walking lunges, right (30 ft) (35/53 lb)Single-arm KB front-rack walking lunges, left (30 ft)15 ring rows- Feet positioned directly underneath the initial hanging position of the rings.-INTERMEDIATE- AMRAP 20:500-m rowSingle-arm KB front-rack walking lunges, right (30 ft) (20/35 lb)Single-arm KB front-rack walking lunges, left (30 ft)15 ring rows- Feet positioned to allow for 5-10 consecutive ring row reps.-BEGINNER-AMRAP 20:300-m rowSingle-arm KB front-rack walking lunges, right (20 ft) (10/20 lb)Single-arm KB front-rack walking lunges, left (20 ft)10 ring rows- Feet positioned to allow for 5-10 consecutive ring row reps.""",4.02,"4+20","Rounds + Reps","","[{""rnds"":4,""reps"":20}]","",RX,
01/14/2026,"DIANE","- RX -21-15-9 reps for time:Deadlifts (155/225 lb)Handstand push-ups- INTERMEDIATE -For time: 21-15-9Deadlifts (125/185 lb)12-9-6Handstand push-ups- BEGINNER -15-12-9 reps for time:Deadlifts (55/75 lb)Pike Push Ups",517,"8:37","","","[{""secs"":37,""mins"":8}]","",RX,PR
01/16/2026,"T2B AND JUMP","- RX -5 rounds for time:15 toes-to-bars15 box jumps (20/24 in)- Step down from the box.-INTERMEDIATE-5 rounds for time:15 hanging leg raises15 box jumps (16/20 in)-BEGINNER-5 rounds for time::10 bar hang10 lying toes-to-bars10 box jumps (8/12 in)- Use a foot assist as needed on the bar hang.",517,"8:37","","","[{""secs"":37,""mins"":8}]","Did an extra round after",RX,
01/19/2026,"BURPEE & ROW","- RX -For time: 30 burpees600-m row30 burpees- INTERMEDIATE -Same as Rxd- BEGINNER -For time:15 burpees300-m row15 burpees",331,"5:31","","","[{""secs"":31,""mins"":5}]","",RX,
01/19/2026,"Skill Work","3 rounds:2 Turkish get-ups/side10 single-arm DB bent-over rows/side20 Russian twists",0,"🥩","Other / Text","","[{""other"":""🥩""}]","",RX,
01/20/2026,"Skill Work","Every 2:00 for 4 sets:3 muscle cleans + 3 power cleans",0,"145","Other / Text","","[{""other"":""145""}]","",RX,
01/20/2026,"CLEAN THE SHUTTLE","- RX -EMOM 15 for total reps:Min. 1: power cleansMin. 2: shuttle runsMin. 3: rest- Power clean load is 70-80% of 1-rep max.- 1 shuttle run is 25 ft down and back.-INTERMEDIATE-Same as Rxd-BEGINNER-Same as Rxd",67,"67","Reps","","[{""reps"":67}]","165#",RX,
01/21/2026,"HEAVY BENCH","- RX -For load:Bench press3-2-2-1-1-1- INTERMEDIATE -Same as Rxd- BEGINNER -For load:Bench press3-3-3-3-3-3",190,"190","Load","Bench Press","[{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true},{""load"":185,""success"":true},{""load"":190,""success"":true}]","",RX,PR
01/23/2026,"CLEAN & PRESS","- RX -5 rounds for time:20 med-ball cleans (14/20 lb)10 push presses (95/135 lb)- INTERMEDIATE -5 rounds for time:20 med-ball cleans (14/20 lb)10 push presses (65/95 lb)- BEGINNER -5 rounds for time:12 med-ball cleans (8/12 lb)8 push presses (35/45 lb)",775,"12:55","","","[{""secs"":55,""mins"":12}]","115#",SCALED,
01/26/2026,"Row 2000m","Row 2000m",462,"7:42","","","[{""secs"":42,""mins"":7}]","",RX,PR
01/26/2026,"Double Unders: 2 Minute Test","Maximum double-unders in 2 minutes.",128,"128","Reps","","[{""reps"":128}]","",RX,
01/26/2026,"Single Under Test","2:00 Max single unders",238,"238","Reps","","[{""reps"":238}]","",RX,
01/26/2026,"Double-Unders: Max Reps","Double-Unders: Max Reps",128,"128","Reps","","[{""reps"":128}]","",RX,PR
01/27/2026,"SNATCH","Build to a heavy 1 Rep Max Snatch",145,"145","Load","Snatch","[{""load"":145,""success"":true}]","",RX,PR
01/28/2026,"NICOLE","AMRAP in 20 minutes of:• 400m run• Pull-ups (max reps)",101,"101","Reps","","[{""reps"":101}]","",RX,PR
01/30/2026,"KAREN","For time:• 150 Wall Ball shots 20/14#",537,"8:57","","","[{""secs"":57,""mins"":8}]","",RX,PR
02/02/2026,"SNATCH PARTY","- RX -EMOM 15:Min 1: 3 bar muscle-upsMin 2: Max-reps alternating DB snatches (35/50 lb)Min 3: Rest- INTERMEDIATE -EMOM 15:Min 1: 1 bar muscle-up or 3 jumping bar muscle-upsMin 2: Max-reps alternating DB snatches (20/35 lb)Min 3: Rest- BEGINNER - EMOM 15:Min 1: 5 ring rows + 5 push-ups from the kneesMin 2: Max-reps alternating DB snatches (10/15 lb)Min 3: Rest",125,"125","Reps","","[{""reps"":125}]","",RX,
02/03/2026,"FRONT SQUAT","- RX -For load: Front squat3-3-3-3-3- INTERMEDIATE - Same as Rxd- BEGINNER - Same as Rxd",175,"175","Load","Front Squat","[{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":175,""success"":true}]","",RX,
02/04/2026,"BIKE JUMPS","- RX - 4 rounds for time: 14/16-cal bike16 box jumps (24/30 in)16 shoulder-to-overheads (75/115 lb)- INTERMEDIATE - 4 rounds for time: 12/14-cal bike16 box jumps (20/24 in)16 shoulder-to-overheads (55/75 lb)- BEGINNER - 4 rounds for time: 8/10-cal bike12 box jumps (12/12 in)12 shoulder-to-overheads (35/45 lb)",860,"14:20","","","[{""secs"":20,""mins"":14}]","95#",SCALED,
02/06/2026,"RING RING RING","- RX - 30-20-10 reps for time: Thrusters (65/95 lb)Ring dips- INTERMEDIATE - For time:30-20-10Thrusters (45/65 lb)15-10-5Ring dips- BEGINNER - 20-15-10 reps for time: Thrusters (35/45 lb)Foot-assisted ring dips",765,"12:45","","","[{""secs"":45,""mins"":12}]","",RX,
02/07/2026,"TOE RUN","- RX -4 rounds for time with a partner:30 toes-to-bars400-m run- Share the toes-to-bars and run together.- INTERMEDIATE -4 rounds for time with a partner:20 toes-to-bars400-m run- Share the toes-to-bar and run together.- BEGINNER -4 rounds for time with a partner:10 hanging leg raises200-m run- Share the leg raises and run together.",710,"11:50","","","[{""secs"":50,""mins"":11}]","Partners with Kirsten",RX,
02/09/2026,"ROW THEN BURP","- RX - For time: 2,000-m row50 burpee pull-ups- Place the pull-up bar 6 in above your reach when your arms are extended overhead.- INTERMEDIATE -For time: 2,000-m row35 burpee pull-ups- Place the pull-up bar at your fingertips when your arms are extended overhead.- BEGINNER - For time: 1,000-m row20 up-downs + 20 ring rows",828,"13:48","","","[{""secs"":48,""mins"":13}]","",RX,
02/10/2026,"PENDULUM","- RX - For time:30-20-10-20-30KB swings (35/53 lb)15-10-5-10-15Deficit handstand push-ups- Hands on 25/45-lb plates.- INTERMEDIATE -For time:20-15-10-15-20KB swings (35/53 lb)15-10-5-10-15Handstand push-ups- BEGINNER - 15-10-5-10-15 reps for time:KB swings (12/18 lb)Shoulder presses (45/33 lb)",913,"15:13","","","[{""secs"":13,""mins"":15}]","11-7-5-7-11 HSPU",SCALED,
02/11/2026,"CLEAN COMPLEX","- RX - Every 5:00 for 7 sets:3 power cleans 2 hang power cleans- Build in load each set.- INTERMEDIATE -Same as Rxd- BEGINNER - Same as Rxd",170,"170","Load","","[{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":170,""success"":true}]","",RX,
02/12/2026,"LEG TAX","- RX -For time:75 double-unders65/80-cal bike75 double-unders60 sit-ups75 double-unders40 back squats (95/135 lb)- INTERMEDIATE -For time:50 double-unders or 1 minute of attempts50/65-cal bike 50 double-unders or 1 minute of attempts50 sit-ups50 double-unders or 1 minute of attempts30 back squats (75/115 lb)- BEGINNER - For time:50 single-unders30/40-cal bike50 single-unders30 foot-anchored sit-ups50 single-unders30 back squats (35/45 lb)",1005,"16:45","","","[{""secs"":45,""mins"":16}]","Ski erg95#",SCALED,
02/13/2026,"Open 24.1","For time:21 dumbbell snatches, arm 121 lateral burpees over dumbbell21 dumbbell snatches, arm 221 lateral burpees over dumbbell15 dumbbell snatches, arm 115 lateral burpees over dumbbell15 dumbbell snatches, arm 215 lateral burpees over dumbbell9 dumbbell snatches, arm 19 lateral burpees over dumbbell9 dumbbell snatches, arm 29 lateral burpees over dumbbellTime cap: 15 minutes♀ 35-lb dumbbell♂ 50-lb dumbbell",765,"12:45","","","[{""secs"":45,""mins"":12}]","",RX,PR
02/23/2026,"UNFINISHED BUSINESS","- RX -4 x AMRAP 3:15 toes-to-bars10 burpees12/15-cal Echo bike- Rest 2:00 between AMRAPs.- Pick up where you left off.- INTERMEDIATE -4 x AMRAP 3:15 knees-to-chests10 burpees10/12-cal Echo bike- Rest 2:00 between AMRAPs.- Pick up where you left off.- BEGINNER -4 x AMRAP 3:10 hanging leg raises5 burpees7/9-cal Echo bike- Rest 2:00 between AMRAPs.- Pick up where you left off.- MASTERS 55+ - 4 x AMRAP 3:10 toes-to-bars10 burpees10/12-cal Echo bike- Rest 2:00 between AMRAPs.- Pick up where you left off.",1.0014,"1+14","Rounds + Reps","","[{""rnds"":1,""reps"":14},{""rnds"":1,""reps"":11},{""rnds"":1,""reps"":2},{""rnds"":1,""reps"":3}]","4+30 total",RX,
02/24/2026,"SKILL WORK","**On a 10:00 clock:**  Build to a heavy power clean single",205,"205","Load","Power Clean","[{""load"":205,""success"":true}]","",RX,
02/24/2026,"THREE AT ONCE","- RX - AMRAP 7:3 power cleans (155/225 lb)10 triple-unders- INTERMEDIATE -AMRAP 7:3 power cleans (125/185 lb)10 double-unders- BEGINNER -AMRAP 7:3 power cleans (55/75 lb)10 single-unders- MASTERS 55+ - AMRAP 7:3 power cleans (105/155 lb)10 double-unders",3,"3","Rounds + Reps","","[{""rnds"":3,""reps"":0}]","185#17 triple unders",SCALED,
02/25/2026,"HOLD & PUSH","- RX -EMOM 20:Min 1 | :30 handstand holdMin 2 | :30 chin-over-bar pull-up holdMin 3 | :30 max handstand push-upsMin 4 | max-cal rowMin 5 | rest- Accumulate :30 in the holds.- INTERMEDIATE -EMOM 20:Min 1 | :30 handstand holdMin 2 | :30 chin-over-bar pull-up holdMin 3 | :30 max handstand push-upsMin 4 | max-cal rowMin 5 | rest- Hold for as much of the :30 interval as possible; rest for :30- BEGINNER -EMOM 20:Min 1 | :30 plank hold from the kneesMin 2 | :30 top of ring row holdMin 3 | :30 max push-ups from the kneesMin 4 | max-cal rowMin 5 | rest- Hold for as much of the :30 interval as possible; rest for :30- MASTERS 55+ - Min 1 | :30 handstand holdMin 2 | :30 chin-over-bar pull-up holdMin 3 | :30 max handstand push-upsMin 4 | Max-cal rowMin 5 | Rest- Hold for as much of the :30 interval as possible; rest for :30.",137,"137","Reps","","[{""reps"":137}]","",RX,
02/28/2026,"Open 26.1","For time:20 wall-ball shots18 box jump-overs30 wall-ball shots18 box jump-overs40 wall-ball shots18 medicine-ball box step-overs66 wall-ball shots18 medicine-ball box step-overs40 wall-ball shots18 box jump-overs30 wall-ball shots18 box jump-overs20 wall-ball shotsTime cap: 12 minutes♀ 14-lb (6-kg) medicine ball, 9-foot target, 20-inch box♂ 20-lb (9-kg) medicine ball, 10-ft target, 24-inch box",720,"12:00","","","[{""mins"":12}]","201; 216",RX,PR
03/02/2026,"RUN TO IMPRESS","-RX-3 rounds for time:400-m run30 double-DB push presses (25/35 lb)-INTERMEDIATE-3 rounds for time:400-m run20 double-DB push presses (25/35 lb)-BEGINNER-3 rounds for time:400-m run15 double-DB push presses (15/20 lb)",529,"8:49","","","[{""secs"":49,""mins"":8}]","",RX,
03/03/2026,"NO FRESH STARTS","- RX -3 rounds:AMRAP 7:400/500-m row10 deadlifts (135/185 lb)- Rest 2:00 between rounds - Pick up where you left off in the AMRAP.- INTERMEDIATE -3 rounds:AMRAP 7:300/400-m row10 deadlifts (105/155 lb)- Rest 2:00 between rounds - Pick up where you left off in the AMRAP.- BEGINNER - 3 rounds:AMRAP 7:200/300-m row10 deadlifts (65/95 lb)- Rest 2:00 between rounds - Pick up where you left off in the AMRAP.",7,"7","Rounds + Reps","","[{""rnds"":7,""reps"":0}]","+130m",RX,
03/04/2026,"HEAVY BENCH PRESS","- RX -Bench press 3-3-3-3-3-3-3-3",165,"165","Load","Bench Press","[{""load"":95,""success"":true},{""load"":105,""success"":true},{""load"":115,""success"":true},{""load"":125,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true}]","",RX,
03/07/2026,"Open 26.2","For time:80-foot dumbbell overhead walking lunge20 alternating dumbbell snatches20 pull-ups80-foot dumbbell overhead walking lunge20 alternating dumbbell snatches20 chest-to-bar pull-ups80-foot dumbbell overhead walking lunge20 alternating dumbbell snatches20 muscle-upsTime cap: 15 minutes♀ 35-lb (15-kg) dumbbell♂ 50-lb (22.5-kg) dumbbell",900,"15:00","","","[{""secs"":0,""mins"":15}]","116",RX,PR
03/10/2026,"Power Snatch 1x1","Power Snatch for load: #1:  1 rep ",145,"145","Load","Power Snatch","[{""load"":145,""success"":true}]","",RX,PR
03/10/2026,"SNATCH COMPLEX","- RX -1 rep on the minute of:Min 0-5: snatch high pullMin 6-10:  hang power snatchMin 11-20: power snatch- Score is the heaviest load for each section.- INTERMEDIATE -Same as Rxd- BEGINNER -2 reps on the minute of:Min 0-5: snatch high pullMin 6-10:  hang power snatchMin 11-20: power snatch- Score is the heaviest load for each section.",145,"145","Load","","[{""load"":125,""success"":true},{""load"":125,""success"":true},{""load"":145,""success"":true}]","",RX,
03/11/2026,"WHIPLASH","- RX -For time:21-15-9:KB swings (53/70 lb)100-100-100:Double-unders- INTERMEDIATE - For time:21-15-9:KB swings (35/53 lb)50-50-50:Double-unders- BEGINNER - For time:21-15-9:KB swings (18/26 lb)50-50-50:Single-unders",522,"8:42","","","[{""secs"":42,""mins"":8}]","",RX,
03/14/2026,"Open 26.3","For Time:2 Rounds of:​12 burpees over the bar12 cleans, weight 112 burpees over the bar12 thrusters, weight 1 2 Rounds of:​12 burpees over the bar12 cleans, weight 212 burpees over the bar12 thrusters, weight 122 Rounds of:​12 burpees over the bar12 cleans, weight 312 burpees over the bar12 thrusters, weight 3Time cap: 16 minutes​♀ 65, 75, 85 lb (29, 34, 38 kg)♂ 95, 115, 135 lb (43,52,61 kg)",960,"16:00","","","[{""secs"":0,""mins"":16}]","140",RX,PR
03/16/2026,"FARM WORK","- RX -AMRAP 21:100-m farmers carry (35/50 lb)20 double-DB front-rack box step-ups (20/20 in)200-m run- INTERMEDIATE -AMRAP 21:100-m farmers carry (20/35 lb)20 double-DB front-rack box step-ups (20/20 in)200-m run- BEGINNER -AMRAP 21:100-m farmers carry (18/20 lb)20 double-DB front-rack box step-ups (12/12 in)100-m run- MASTERS 55+ - AMRAP 21:100-m farmers carry (20/35 lb)20 double-DB front-rack box step-ups (20/20 in)200-m run",3.0012,"3+12","Rounds + Reps","","[{""rnds"":3,""reps"":12}]","",RX,
03/17/2026,"LUCK OF THE IRISH","Roll the Dice to create your workout!AMRAP 17:Dice Roll 1Dice Roll 2Dice Roll 3Add rest if you roll a 4!",4,"4","Rounds + Reps","","[{""rnds"":4,""reps"":0}]","",RX,
03/18/2026,"RELOAD","- RX -4 x AMRAP 4:3 hang power cleans (95/135 lb)6 shoulder-to-overheads9 lateral burpees over the bar12 pull-ups- Rest 2:00 between rounds- INTERMEDIATE - 4 x AMRAP 4:3 hang power cleans (65/95 lb)6 shoulder-to-overheads9 lateral burpees over the bar6 pull-ups- Rest 2:00 between rounds.- BEGINNER -4 x AMRAP 4:3 hang power cleans (35/45 lb)6 shoulder-to-overheads9 lateral burpee bar step-overs6 jumping pull-ups- Rest 2:00 between rounds.",5.0024,"5+24","Rounds + Reps","","[{""rnds"":2,""reps"":0},{""rnds"":1,""reps"":13},{""rnds"":1,""reps"":6},{""rnds"":1,""reps"":5}]","",RX,
03/20/2026,"RINGS & ROPES","- RX -For time:21 ring dips42 AbMat sit-ups50 double-unders15 ring dips30 AbMat sit-ups50 double-unders9 ring dips18 AbMat sit-ups50 double-unders- INTERMEDIATE - For time:15 ring dips42 AbMat sit-ups35 double-unders12 ring dips30 AbMat sit-ups35 double-unders9 ring dips18 AbMat sit-ups35 double-unders- BEGINNER -For time:15 foot-assisted ring dips30 AbMat sit-ups35 single-unders12 foot assisted ring dips24 AbMat sit-ups35 single-unders9 foot assisted ring dips18 AbMat sit-ups35 single-unders",679,"11:19","","","[{""secs"":19,""mins"":11}]","",RX,
